10
7
A
0 0 0 0 1 1 0
0 0 0 1 1 1 1
0 0 1 0 0 0 0
0 0 1 0 0 0 0
0 1 0 0 0 0 0
0 1 0 0 0 0 0
1 0 0 0 0 0 0
1 1 1 1 1 1 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
B
1 1 1 1 1 1 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 1 1 1 1 1 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 1 1 1 1 1 1
C
0 0 0 1 1 1 1
0 0 1 0 0 0 0
0 1 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
0 1 0 0 0 0 0
0 0 1 0 0 0 0
0 0 0 1 1 1 1
D
1 1 1 1 1 1 0
1 0 0 0 0 0 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 1
1 1 1 1 1 1 0
E
1 1 1 1 1 1 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 1 1 1 1 1 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 1 1 1 1 1 1
F
1 1 1 1 1 1 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 1 1 1 1 1 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
G
0 0 0 1 1 1 1
0 0 1 0 0 0 0
0 1 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
0 1 0 0 0 0 0
0 0 1 0 0 0 0
0 0 0 1 1 1 1
H
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 1 1 1 1 1 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
I
0 0 0 1 1 1 1
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 1 1 1 1
J
0 0 1 1 1 1 1
0 0 0 0 0 1 0
0 0 0 0 0 1 0
0 0 0 0 0 1 0
0 0 0 0 0 1 0
0 0 0 0 0 1 0
0 0 0 0 0 1 0
1 0 0 0 0 1 0
0 1 0 0 1 0 0
0 0 1 1 0 0 0
K
1 0 0 0 0 0 0
1 0 0 0 0 0 1
1 0 0 0 1 1 0
1 0 0 1 0 0 0
1 1 1 0 0 0 0
1 0 0 1 0 0 0
1 0 0 0 1 1 0
1 0 0 0 0 0 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
L
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 1 1 1 1 1 1
M
1 1 1 1 1 1 1
1 0 0 0 1 1 0
1 0 0 0 1 1 0
1 0 0 0 1 1 0
1 0 0 0 1 1 0
1 0 0 0 1 1 0
1 0 0 0 1 1 0
1 0 0 0 1 1 0
1 0 0 0 1 1 0
1 0 0 0 1 1 0
N
1 0 0 0 0 0 0
1 1 0 0 0 0 0
1 0 1 0 0 0 0
1 0 0 1 0 0 0
1 0 0 0 1 0 0
1 0 0 0 0 1 0
1 0 0 0 0 0 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
O
0 0 0 1 1 1 1
0 0 1 0 0 0 0
0 1 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
0 1 0 0 0 0 0
0 0 1 0 0 0 0
0 0 0 1 1 1 1
P
1 1 1 1 1 1 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 1 1 1 1 1 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
Q
0 0 0 1 1 1 1
0 0 1 0 0 0 0
0 1 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
0 1 0 0 0 0 0
0 0 1 0 0 0 0
0 0 0 1 1 1 1
R
1 1 1 1 1 1 1
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 1 1 1 1 1 1
1 1 1 0 0 0 0
1 0 0 1 1 0 0
1 0 0 0 0 1 1
1 0 0 0 0 0 0
0 0 0 0 0 0 0
S
0 0 0 0 1 1 1
0 0 1 1 0 0 0
1 1 0 0 0 0 0
1 0 0 0 0 0 0
1 1 0 0 0 0 0
0 0 1 1 1 1 1
0 0 0 0 0 0 0
1 0 0 0 0 0 0
0 1 1 0 0 0 0
0 0 0 1 1 1 1
T
1 1 1 1 1 1 1
1 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 1 1 1 1
U
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 0 0 0
0 1 0 0 0 0 0
0 0 1 1 1 1 1
V
1 0 0 0 0 0 0
1 0 0 0 0 0 0
0 1 0 0 0 0 0
0 1 0 0 0 0 0
0 0 1 0 0 0 0
0 0 1 0 0 0 0
0 0 0 1 0 0 1
0 0 0 1 0 0 1
0 0 0 0 1 1 0
0 0 0 0 1 1 0
W
1 0 0 0 0 0 0
1 0 0 0 0 0 0
1 0 0 0 1 1 0
0 1 0 0 1 1 0
0 1 0 0 1 1 0
0 1 0 0 1 1 0
0 1 0 0 1 1 0
0 1 0 1 0 0 1
0 0 1 1 0 0 1
0 0 1 1 0 0 1
X
1 0 0 0 0 0 0
0 1 0 0 0 0 0
0 0 1 0 0 0 0
0 0 0 1 0 0 1
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 1 0 0 1
0 0 1 0 0 0 0
0 1 0 0 0 0 0
1 0 0 0 0 0 0
Y
1 0 0 0 0 0 0
0 1 0 0 0 0 0
0 0 1 0 0 0 0
0 0 0 1 0 0 1
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
0 0 0 0 1 1 0
Z
1 1 1 1 1 1 1
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 1
0 0 0 0 0 1 0
0 0 0 0 1 0 0
0 0 0 1 0 0 0
0 0 1 0 0 0 0
0 1 0 0 0 0 0
1 1 1 1 1 1 1
